heart_rate,spo2,label
83.0,98.7,Normal
74.9,83.44,Danger
83.4,71.41,Danger
65.8,70.67,Danger
111.6,99.04,Warning
154.6,97.71,Danger
175.5,93.29,Danger
32.1,95.54,Danger
20.4,98.09,Danger
94.8,94.01,Warning
148.6,91.79,Danger
105.1,96.63,Warning
99.7,87.06,Danger
55.6,97.17,Warning
87.0,98.94,Normal
34.6,80.17,Danger
87.0,86.72,Danger
90.2,92.82,Warning
51.6,99.08,Warning
129.7,70.14,Danger
76.0,99.56,Normal
46.9,90.43,Danger
98.0,98.16,Normal
86.2,92.42,Warning
154.0,92.2,Danger
39.8,92.16,Danger
75.6,94.26,Warning
179.0,92.44,Danger
117.5,97.34,Warning
129.9,85.21,Danger
86.4,94.57,Warning
65.8,93.48,Warning
54.1,99.69,Warning
116.3,95.25,Warning
114.9,95.48,Warning
69.0,95.19,Normal
113.1,96.35,Warning
85.0,96.39,Normal
112.9,98.56,Warning
70.7,93.91,Warning
129.3,73.27,Danger
74.0,96.39,Normal
76.3,79.97,Danger
101.1,76.63,Danger
122.4,76.77,Danger
79.0,98.9,Normal
80.3,79.74,Danger
36.9,83.77,Danger
99.0,96.64,Normal
97.0,97.01,Normal
159.2,93.75,Danger
99.2,80.91,Danger
98.0,95.06,Normal
65.0,99.48,Normal
105.7,98.77,Warning
68.0,99.41,Normal
90.0,98.08,Normal
87.0,92.54,Warning
102.0,98.72,Warning
138.9,81.51,Danger
23.3,99.25,Danger
94.4,82.37,Danger
106.7,70.32,Danger
127.4,80.64,Danger
114.3,74.87,Danger
118.3,98.58,Warning
167.0,84.42,Danger
108.6,99.81,Warning
105.8,95.69,Warning
60.0,99.52,Normal
90.0,95.89,Normal
61.0,92.94,Warning
74.0,95.46,Normal
67.0,98.93,Normal
174.4,99.44,Danger
75.0,95.74,Normal
116.6,95.97,Warning
58.7,98.88,Warning
146.1,93.35,Danger
97.0,95.82,Normal
59.9,75.34,Danger
64.0,95.1,Normal
35.6,96.2,Danger
116.7,97.28,Warning
91.0,96.34,Normal
83.0,99.19,Normal
171.7,98.39,Danger
98.0,95.02,Normal
51.9,97.28,Warning
66.0,95.15,Normal
51.2,96.05,Warning
26.1,80.53,Danger
103.5,95.44,Warning
51.4,99.68,Warning
74.0,96.74,Normal
91.3,93.51,Warning
128.4,82.01,Danger
72.0,96.3,Normal
147.8,85.85,Danger
63.0,98.36,Normal
56.6,97.33,Warning
69.0,81.41,Danger
103.8,75.88,Danger
76.7,92.12,Warning
142.3,86.71,Danger
80.0,96.47,Normal
60.3,92.63,Warning
95.0,96.5,Normal
34.6,89.64,Danger
116.9,99.61,Warning
43.5,80.85,Danger
89.8,93.11,Warning
41.2,80.57,Danger
96.0,98.8,Normal
71.0,96.01,Normal
37.7,98.34,Danger
95.0,97.09,Normal
65.0,97.04,Normal
97.0,95.87,Normal
87.0,96.22,Normal
89.9,93.15,Warning
102.1,97.84,Warning
75.0,99.32,Normal
53.1,99.65,Warning
39.7,83.24,Danger
153.8,82.78,Danger
140.2,88.77,Danger
89.0,89.2,Danger
167.3,90.24,Danger
25.5,99.54,Danger
106.6,95.43,Warning
26.1,80.22,Danger
39.6,92.95,Danger
55.0,97.13,Warning
165.7,97.7,Danger
101.2,96.33,Warning
86.0,95.25,Normal
142.3,92.83,Danger
105.0,98.78,Warning
129.0,87.08,Danger
76.0,97.66,Normal
91.0,98.4,Normal
29.8,89.94,Danger
87.0,95.07,Normal
141.3,87.6,Danger
92.0,95.28,Normal
94.0,98.34,Normal
70.0,97.2,Normal
52.5,97.66,Warning
70.3,78.89,Danger
73.1,90.33,Warning
73.0,99.64,Normal
46.2,97.94,Danger
115.6,98.3,Warning
120.5,89.03,Danger
37.5,99.44,Danger
92.1,74.67,Danger
125.6,98.17,Danger
97.7,91.6,Warning
68.0,95.84,Normal
118.9,98.76,Warning
52.9,97.84,Warning
106.2,97.44,Warning
111.4,85.06,Danger
84.0,98.88,Normal
110.8,98.37,Warning
51.1,98.83,Warning
88.0,95.81,Normal
72.4,92.9,Warning
80.0,95.49,Normal
53.4,99.57,Warning
78.0,98.53,Normal
84.8,78.53,Danger
177.8,81.6,Danger
111.5,98.69,Warning
82.0,98.5,Normal
53.8,98.74,Warning
44.1,96.17,Danger
58.2,99.24,Warning
96.7,92.96,Warning
80.0,98.77,Normal
75.0,96.64,Normal
87.0,96.62,Normal
99.9,71.36,Danger
51.1,99.56,Warning
57.0,98.56,Warning
72.1,90.61,Warning
95.0,99.15,Normal
89.0,99.36,Normal
32.8,94.51,Danger
111.9,98.9,Warning
76.0,96.97,Normal
105.4,95.93,Warning
115.5,95.59,Warning
92.0,97.39,Normal
23.2,96.39,Danger
123.0,99.14,Danger
149.2,87.59,Danger
66.8,91.21,Warning
47.0,84.8,Danger
139.9,88.83,Danger
81.8,93.84,Warning
93.0,95.59,Normal
87.0,97.09,Normal
155.7,80.15,Danger
160.9,99.78,Danger
92.9,91.21,Warning
70.5,84.68,Danger
84.0,90.68,Warning
60.3,79.81,Danger
65.4,91.24,Warning
43.6,90.08,Danger
22.9,94.35,Danger
176.5,82.34,Danger
95.3,77.06,Danger
110.5,70.57,Danger
94.0,98.4,Normal
85.0,95.52,Normal
87.0,98.88,Normal
51.7,81.22,Danger
95.0,99.83,Normal
97.0,95.12,Normal
33.8,95.36,Danger
28.1,88.4,Danger
111.4,95.91,Warning
41.6,90.76,Danger
74.0,95.53,Normal
72.0,99.75,Normal
53.0,84.63,Danger
85.0,98.77,Normal
58.9,96.12,Warning
109.6,96.06,Warning
89.0,95.77,Normal
69.0,96.94,Normal
148.1,96.16,Danger
108.4,87.88,Danger
54.7,96.2,Warning
87.0,98.97,Normal
95.0,95.92,Normal
152.6,90.14,Danger
63.4,70.77,Danger
69.7,76.89,Danger
82.9,87.88,Danger
126.4,75.49,Danger
88.0,99.98,Normal
86.7,90.05,Warning
117.7,97.48,Warning
45.9,99.12,Danger
65.0,96.22,Normal
101.3,99.75,Warning
96.0,98.44,Normal
84.0,97.41,Normal
21.1,82.61,Danger
95.0,96.9,Normal
57.3,99.58,Warning
85.0,99.5,Normal
75.5,91.74,Warning
62.0,99.59,Normal
74.0,96.92,Normal
52.3,97.97,Warning
114.9,97.52,Warning
104.7,98.8,Warning
85.9,93.18,Warning
101.9,80.4,Danger
65.0,95.2,Normal
60.0,98.27,Normal
98.0,98.46,Normal
41.4,81.78,Danger
53.1,99.43,Warning
152.5,94.16,Danger
75.0,98.76,Normal
74.2,93.0,Warning
72.0,99.26,Normal
58.8,96.61,Warning
112.9,95.14,Warning
60.0,98.38,Normal
94.0,99.59,Normal
70.7,91.99,Warning
51.4,85.21,Danger
64.5,94.1,Warning
92.0,99.4,Normal
114.4,97.58,Warning
53.2,96.18,Warning
83.0,97.47,Normal
102.3,95.05,Warning
82.7,91.2,Warning
34.7,80.62,Danger
121.8,86.61,Danger
77.9,93.28,Warning
51.6,99.67,Warning
67.3,82.41,Danger
110.2,95.69,Warning
88.0,96.26,Normal
118.2,96.97,Warning
85.0,90.59,Warning
52.5,96.63,Warning
84.0,98.84,Normal
95.8,93.99,Warning
99.0,96.41,Normal
98.8,87.12,Danger
77.0,97.68,Normal
94.0,95.67,Normal
55.2,98.35,Warning
86.0,95.13,Normal
110.2,95.62,Warning
71.4,91.37,Warning
75.0,95.86,Normal
81.0,99.99,Normal
111.1,97.95,Warning
119.0,97.65,Warning
51.2,98.53,Warning
125.2,97.68,Danger
117.0,79.15,Danger
84.0,99.9,Normal
65.6,78.69,Danger
99.0,97.23,Normal
79.8,70.49,Danger
102.5,96.52,Warning
20.2,82.12,Danger
97.3,90.77,Warning
26.3,90.46,Danger
144.3,98.44,Danger
165.3,96.59,Danger
87.0,95.96,Normal
67.0,95.77,Normal
178.5,88.52,Danger
57.9,97.6,Warning
91.0,90.46,Warning
152.9,94.02,Danger
104.6,86.16,Danger
25.1,85.26,Danger
88.1,75.43,Danger
89.9,90.13,Warning
77.0,98.16,Normal
78.6,93.38,Warning
93.0,99.04,Normal
112.9,97.91,Warning
61.0,99.19,Normal
53.3,95.01,Warning
169.9,82.98,Danger
101.5,99.11,Warning
87.0,97.64,Normal
133.3,96.76,Danger
98.0,99.85,Normal
79.0,98.49,Normal
68.0,95.29,Normal
64.0,98.33,Normal
152.6,90.53,Danger
62.0,96.23,Normal
97.0,96.67,Normal
82.0,99.06,Normal
56.2,99.67,Warning
140.8,83.54,Danger
130.6,84.59,Danger
89.0,98.73,Normal
69.0,97.16,Normal
89.9,70.14,Danger
51.6,95.11,Warning
78.0,98.47,Normal
89.9,94.3,Warning
135.8,81.13,Danger
131.1,94.7,Danger
74.0,90.88,Warning
98.0,98.02,Normal
83.0,96.07,Normal
130.2,87.46,Danger
68.0,97.69,Normal
76.2,82.22,Danger
81.1,91.62,Warning
65.0,98.02,Normal
92.0,97.81,Normal
114.7,73.56,Danger
60.0,97.03,Normal
111.5,98.8,Warning
73.5,72.1,Danger
154.3,97.74,Danger
85.4,87.84,Danger
71.0,95.94,Normal
118.5,97.7,Warning
56.2,98.25,Warning
80.8,87.53,Danger
133.7,99.12,Danger
105.3,87.64,Danger
27.3,98.7,Danger
107.3,97.41,Warning
68.0,97.71,Normal
156.3,80.44,Danger
70.8,92.37,Warning
64.0,96.38,Normal
54.4,95.02,Warning
157.6,87.57,Danger
85.0,95.45,Normal
35.3,85.92,Danger
93.8,90.26,Warning
108.2,97.57,Warning
159.7,90.52,Danger
104.4,78.04,Danger
162.1,81.26,Danger
76.0,81.17,Danger
57.1,97.9,Warning
73.0,96.1,Normal
58.9,98.76,Warning
71.0,94.6,Warning
72.0,99.6,Normal
158.9,91.14,Danger
113.4,98.1,Warning
64.6,93.76,Warning
80.0,96.32,Normal
53.7,98.3,Warning
79.0,98.49,Normal
51.5,98.65,Warning
58.6,98.33,Warning
82.0,98.04,Normal
46.5,92.25,Danger
131.5,99.43,Danger
55.5,95.65,Warning
58.5,97.49,Warning
60.3,94.8,Warning
21.6,83.4,Danger
72.0,97.49,Normal
92.0,96.46,Normal
75.8,92.28,Warning
90.0,97.88,Normal
23.0,86.59,Danger
58.4,98.84,Warning
27.2,86.88,Danger
56.9,97.9,Warning
72.7,72.7,Danger
58.9,95.94,Warning
63.0,98.55,Normal
80.5,93.35,Warning
118.1,98.58,Warning
27.3,97.31,Danger
111.8,96.91,Warning
114.9,97.71,Warning
92.0,97.54,Normal
94.0,99.74,Normal
22.0,97.73,Danger
170.1,83.01,Danger
98.0,96.81,Normal
56.5,98.77,Warning
22.2,90.7,Danger
84.8,88.17,Danger
92.0,97.77,Normal
85.1,88.9,Danger
74.0,96.64,Normal
58.5,98.46,Warning
94.0,96.79,Normal
126.0,89.82,Danger
67.7,93.21,Warning
126.2,81.67,Danger
98.0,96.0,Normal
113.9,97.35,Warning
27.9,99.65,Danger
56.2,97.32,Warning
82.0,97.21,Normal
92.0,96.32,Normal
101.4,98.17,Warning
74.0,95.34,Normal
77.0,96.53,Normal
88.0,96.41,Normal
88.0,97.56,Normal
69.0,98.55,Normal
71.0,96.44,Normal
69.0,97.69,Normal
54.5,99.73,Warning
125.9,98.25,Danger
25.2,89.66,Danger
82.0,99.47,Normal
178.2,83.56,Danger
32.7,96.03,Danger
83.5,76.47,Danger
29.7,82.85,Danger
76.0,95.52,Normal
117.6,99.53,Warning
113.1,97.33,Warning
114.9,95.5,Warning
70.0,99.42,Normal
47.6,93.96,Danger
115.3,85.07,Danger
52.6,98.78,Warning
174.2,83.3,Danger
51.1,97.59,Warning
55.2,99.48,Warning
108.0,97.69,Warning
78.5,92.53,Warning
95.6,80.26,Danger
106.3,97.89,Warning
104.6,99.08,Warning
62.0,97.23,Normal
134.9,99.13,Danger
92.0,99.75,Normal
68.0,95.19,Normal
76.0,96.14,Normal
97.0,97.99,Normal
58.7,99.43,Warning
143.3,80.47,Danger
96.0,95.6,Normal
92.0,99.44,Normal
68.0,97.99,Normal
42.7,96.63,Danger
96.0,95.15,Normal
77.1,94.25,Warning
71.0,98.07,Normal
97.0,95.11,Normal
98.7,92.0,Warning
76.0,97.47,Normal
98.0,95.72,Normal
82.0,96.21,Normal
152.1,99.0,Danger
82.0,98.45,Normal
91.5,81.25,Danger
85.0,96.37,Normal
81.0,99.37,Normal
70.0,99.24,Normal
61.0,98.45,Normal
106.6,73.82,Danger
53.3,98.88,Warning
62.6,91.36,Warning
97.0,97.17,Normal
74.0,97.71,Normal
90.0,95.73,Normal
56.0,98.08,Warning
108.6,96.5,Warning
31.2,96.45,Danger
55.2,98.01,Warning
52.5,96.23,Warning
55.2,96.39,Warning
115.1,96.97,Warning
66.6,91.12,Warning
39.1,80.71,Danger
51.6,88.35,Danger
88.4,74.61,Danger
52.3,98.01,Warning
52.5,95.09,Warning
82.6,94.09,Warning
89.0,98.73,Normal
89.0,99.08,Normal
58.2,99.63,Warning
80.0,99.64,Normal
114.8,98.94,Warning
57.3,97.34,Warning
58.7,95.64,Warning
87.8,85.84,Danger
78.0,96.26,Normal
22.5,89.8,Danger
62.3,88.13,Danger
163.4,80.44,Danger
125.5,92.57,Danger
27.6,93.85,Danger
80.2,94.81,Warning
70.0,98.5,Normal
57.3,96.71,Warning
76.0,95.56,Normal
47.6,82.8,Danger
71.0,96.39,Normal
55.2,96.86,Warning
88.8,92.93,Warning
87.1,94.51,Warning
105.4,79.7,Danger
173.4,93.77,Danger
125.4,84.48,Danger
87.0,95.12,Normal
97.0,97.86,Normal
65.0,96.12,Normal
87.0,96.92,Normal
122.6,81.21,Danger
70.2,94.28,Warning
65.0,95.4,Normal
142.4,92.54,Danger
111.8,95.7,Warning
44.6,89.39,Danger
114.3,98.3,Warning
58.0,95.82,Warning
72.3,90.56,Warning
83.0,99.95,Normal
60.0,96.52,Normal
76.0,98.07,Normal
96.4,93.59,Warning
28.8,99.29,Danger
90.0,98.24,Normal
106.5,97.81,Warning
29.7,93.29,Danger
111.7,99.21,Warning
20.6,82.55,Danger
99.0,96.35,Normal
95.0,96.51,Normal
58.9,99.82,Warning
94.0,96.7,Normal
106.7,98.41,Warning
75.9,85.63,Danger
73.0,95.72,Normal
54.3,99.63,Warning
89.0,97.89,Normal
109.6,96.97,Warning
53.7,98.73,Warning
65.0,95.97,Normal
96.0,95.33,Normal
114.5,99.17,Warning
119.1,71.56,Danger
84.0,98.52,Normal
64.0,98.61,Normal
40.5,99.82,Danger
80.0,98.79,Normal
68.0,99.41,Normal
84.0,92.96,Warning
105.7,97.53,Warning
97.0,96.39,Normal
115.9,95.86,Warning
161.8,88.12,Danger
128.6,90.49,Danger
80.0,96.61,Normal
62.0,90.03,Warning
53.0,97.5,Warning
85.0,98.88,Normal
68.0,98.52,Normal
112.9,95.53,Warning
111.2,71.39,Danger
77.2,92.29,Warning
91.0,96.67,Normal
57.0,96.03,Warning
97.8,93.28,Warning
83.0,96.31,Normal
65.0,95.15,Normal
143.0,85.2,Danger
21.5,80.35,Danger
145.6,89.92,Danger
51.7,98.94,Warning
69.0,98.17,Normal
81.0,93.42,Warning
67.1,75.99,Danger
113.0,95.28,Warning
108.6,98.73,Warning
85.0,95.98,Normal
165.9,87.01,Danger
137.4,80.67,Danger
65.5,74.44,Danger
89.0,97.26,Normal
145.0,83.58,Danger
110.4,96.46,Warning
41.7,98.82,Danger
62.6,70.85,Danger
43.9,91.97,Danger
63.0,98.68,Normal
82.0,95.27,Normal
33.4,98.0,Danger
97.0,98.17,Normal
35.5,85.62,Danger
98.7,73.69,Danger
152.5,91.3,Danger
63.0,97.02,Normal
20.3,85.83,Danger
38.8,84.03,Danger
154.6,88.44,Danger
72.4,93.64,Warning
104.0,95.14,Warning
42.4,96.69,Danger
78.0,78.17,Danger
60.5,92.04,Warning
20.1,94.22,Danger
57.7,95.05,Warning
99.0,98.91,Normal
74.2,91.94,Warning
103.0,98.95,Warning
114.4,99.31,Warning
68.7,89.3,Danger
54.1,95.19,Warning
72.6,92.87,Warning
67.0,99.81,Normal
53.6,86.32,Danger
83.2,74.08,Danger
88.5,94.51,Warning
63.1,92.38,Warning
71.0,98.26,Normal
104.9,74.15,Danger
86.0,96.16,Normal
47.1,91.29,Danger
101.3,96.33,Warning
51.4,97.81,Warning
96.0,94.0,Warning
99.2,73.86,Danger
112.3,99.4,Warning
155.0,87.55,Danger
70.0,96.11,Normal
66.5,87.81,Danger
64.0,99.55,Normal
86.0,96.83,Normal
77.1,94.1,Warning
107.1,97.69,Warning
78.0,95.41,Normal
32.7,88.13,Danger
82.7,81.77,Danger
92.0,98.09,Normal
131.0,81.86,Danger
98.0,97.32,Normal
20.1,97.63,Danger
87.0,95.5,Normal
118.3,97.55,Warning
84.0,98.26,Normal
73.0,95.95,Normal
65.5,90.73,Warning
58.6,99.62,Warning
87.9,93.03,Warning
57.0,95.52,Warning
52.6,97.45,Warning
39.3,96.3,Danger
82.0,97.45,Normal
84.4,91.1,Warning
53.1,95.09,Warning
50.1,89.04,Danger
42.5,91.42,Danger
39.3,93.9,Danger
82.0,95.82,Normal
64.0,96.3,Normal
102.4,99.88,Warning
76.4,79.15,Danger
74.2,91.81,Warning
97.0,97.13,Normal
77.0,95.96,Normal
118.8,95.78,Warning
54.0,96.56,Warning
78.0,97.36,Normal
140.2,91.97,Danger
71.9,93.46,Warning
51.7,95.92,Warning
57.4,97.5,Warning
82.4,92.67,Warning
97.0,96.29,Normal
152.1,92.07,Danger
22.3,88.36,Danger
70.8,93.46,Warning
67.0,98.52,Normal
92.8,83.26,Danger
77.0,98.15,Normal
89.0,95.97,Normal
95.0,96.21,Normal
87.0,97.68,Normal
75.2,72.2,Danger
64.7,76.9,Danger
126.6,90.85,Danger
62.0,96.11,Normal
63.0,97.77,Normal
117.6,95.47,Warning
40.6,81.79,Danger
93.3,92.11,Warning
84.0,96.73,Normal
88.6,92.59,Warning
75.0,95.92,Normal
105.5,96.49,Warning
78.0,99.12,Normal
171.4,92.39,Danger
150.5,90.49,Danger
77.7,90.76,Warning
175.5,82.96,Danger
89.0,99.82,Normal
70.2,70.57,Danger
95.3,93.29,Warning
116.1,96.81,Warning
62.7,90.76,Warning
60.0,96.64,Normal
34.9,97.9,Danger
101.9,83.61,Danger
54.9,99.28,Warning
30.2,80.18,Danger
119.0,88.85,Danger
144.7,80.01,Danger
82.0,89.47,Danger
73.7,92.68,Warning
145.8,81.23,Danger
85.0,96.99,Normal
85.0,93.07,Warning
101.7,99.67,Warning
52.4,97.49,Warning
97.0,95.72,Normal
150.5,82.77,Danger
88.0,96.68,Normal
55.7,96.51,Warning
21.4,88.46,Danger
20.9,93.24,Danger
156.9,95.28,Danger
64.0,94.26,Warning
97.0,97.77,Normal
72.6,90.65,Warning
127.4,70.09,Danger
108.1,98.37,Warning
61.0,97.52,Normal
83.0,95.25,Normal
87.0,99.63,Normal
131.7,94.23,Danger
76.0,95.47,Normal
116.2,97.14,Warning
85.0,98.97,Normal
143.3,89.16,Danger
56.7,95.44,Warning
78.3,94.66,Warning
97.0,96.71,Normal
70.0,95.41,Normal
142.2,95.88,Danger
36.9,91.6,Danger
55.2,99.5,Warning
77.0,98.67,Normal
105.1,96.64,Warning
81.7,94.51,Warning
112.0,87.52,Danger
55.0,98.96,Warning
61.0,97.81,Normal
63.7,85.28,Danger
87.0,95.88,Normal
166.9,95.95,Danger
95.0,96.92,Normal
108.8,96.81,Warning
101.5,96.92,Warning
22.9,98.04,Danger
148.5,87.7,Danger
51.7,96.4,Warning
63.0,97.58,Normal
110.0,97.25,Warning
110.5,98.3,Warning
70.0,95.73,Normal
96.0,72.98,Danger
89.6,92.37,Warning
84.0,96.91,Normal
85.0,96.96,Normal
166.3,80.87,Danger
149.1,97.92,Danger
55.1,95.99,Warning
43.2,86.37,Danger
75.0,96.84,Normal
70.9,93.13,Warning
72.0,99.48,Normal
48.9,84.84,Danger
78.8,92.69,Warning
101.5,96.51,Warning
92.0,81.47,Danger
78.0,97.08,Normal
87.0,95.49,Normal
65.1,86.17,Danger
107.0,97.51,Warning
115.9,95.51,Warning
52.7,95.72,Warning
61.0,95.84,Normal
72.7,75.17,Danger
53.0,97.64,Warning
93.8,90.3,Warning
63.0,97.04,Normal
80.0,90.26,Warning
73.0,97.52,Normal
98.5,93.78,Warning
53.4,77.45,Danger
87.0,98.17,Normal
149.2,80.06,Danger
99.9,90.5,Warning
104.5,75.18,Danger
69.0,97.93,Normal
72.0,99.06,Normal
92.0,99.52,Normal
53.6,96.33,Warning
46.8,91.78,Danger
111.9,99.37,Warning
36.2,91.28,Danger
61.1,92.7,Warning
97.0,98.31,Normal
64.8,90.54,Warning
90.0,97.49,Normal
94.0,96.97,Normal
84.9,76.84,Danger
94.0,96.45,Normal
114.2,96.3,Warning
101.1,99.9,Warning
88.7,92.52,Warning
71.0,97.78,Normal
75.0,99.09,Normal
86.4,92.37,Warning
80.1,91.16,Warning
106.8,98.28,Warning
60.0,96.87,Normal
79.0,95.21,Normal
69.0,99.11,Normal
133.1,95.29,Danger
178.2,85.22,Danger
74.0,87.43,Danger
35.1,95.31,Danger
119.3,71.38,Danger
103.6,78.04,Danger
29.8,91.0,Danger
110.2,99.09,Warning
124.5,88.51,Danger
89.1,93.4,Warning
111.5,96.57,Warning
55.6,97.32,Warning
43.3,83.62,Danger
53.6,99.52,Warning
116.6,97.33,Warning
28.1,91.83,Danger
57.8,95.4,Warning
60.0,98.86,Normal
58.4,99.87,Warning
67.0,95.48,Normal
90.0,96.81,Normal
40.8,90.63,Danger
94.5,78.2,Danger
61.8,92.32,Warning
95.0,99.86,Normal
51.3,96.45,Warning
107.0,82.17,Danger
76.0,99.4,Normal
111.1,99.58,Warning
21.0,98.18,Danger
99.0,95.1,Normal
102.3,97.31,Warning
91.0,99.87,Normal
44.0,83.91,Danger
57.5,97.93,Warning
86.7,90.72,Warning
104.3,95.66,Warning
88.0,99.79,Normal
71.1,75.18,Danger
76.0,97.77,Normal
105.9,97.06,Warning
128.4,86.71,Danger
69.2,92.66,Warning
43.3,85.37,Danger
83.2,73.41,Danger
78.0,96.54,Normal
104.0,99.01,Warning
61.0,96.15,Normal
50.8,82.6,Danger
108.9,97.82,Warning
57.0,98.73,Warning
95.3,93.37,Warning
57.8,98.41,Warning
149.8,81.99,Danger
52.7,97.85,Warning
41.2,94.31,Danger
115.3,96.61,Warning
152.3,97.81,Danger
116.3,96.19,Warning
60.0,97.4,Normal
99.0,89.76,Danger
81.1,71.31,Danger
47.5,99.09,Danger
119.2,82.87,Danger
23.3,94.0,Danger
72.0,99.73,Normal
61.0,96.82,Normal
62.0,97.54,Normal
65.0,90.26,Warning
94.0,98.25,Normal
74.0,96.08,Normal
107.4,97.05,Warning
54.0,96.65,Warning
99.0,99.69,Normal
155.2,91.56,Danger
89.0,95.58,Normal
87.0,95.5,Normal
43.8,98.66,Danger
95.0,95.31,Normal
117.7,97.84,Warning
72.7,94.75,Warning
99.5,84.66,Danger
42.5,90.29,Danger
48.4,82.84,Danger
71.8,90.9,Warning
92.0,96.36,Normal
94.0,91.66,Warning
94.0,98.13,Normal
55.9,95.81,Warning
67.0,97.49,Normal
146.4,92.61,Danger
80.0,98.89,Normal
77.0,96.11,Normal
52.7,96.76,Warning
92.0,96.54,Normal
92.0,97.46,Normal
32.9,86.0,Danger
91.5,94.83,Warning
81.0,97.18,Normal
85.4,87.5,Danger
70.8,90.8,Warning
122.3,83.36,Danger
158.6,89.02,Danger
48.0,96.29,Danger
76.0,96.2,Normal
64.0,95.39,Normal
85.0,95.42,Normal
158.0,83.92,Danger
72.1,90.87,Warning
63.0,96.19,Normal
57.1,98.11,Warning
35.5,89.19,Danger
118.1,95.69,Warning
94.0,97.2,Normal
115.1,95.42,Warning
89.0,99.16,Normal
71.0,99.18,Normal
31.5,84.26,Danger
101.6,95.51,Warning
108.5,87.85,Danger
70.0,96.52,Normal
22.0,96.13,Danger
74.0,95.6,Normal
122.9,70.37,Danger
71.0,96.31,Normal
96.1,92.58,Warning
58.3,96.48,Warning
108.2,98.74,Warning
110.5,98.31,Warning
73.0,95.96,Normal
67.0,92.51,Warning
66.9,91.55,Warning
58.5,99.13,Warning
126.0,99.52,Danger
57.5,96.4,Warning
113.2,98.54,Warning
60.0,97.78,Normal
44.0,93.66,Danger
67.0,97.44,Normal
77.0,96.48,Normal
81.0,98.66,Normal
93.7,71.19,Danger
157.9,97.04,Danger
176.3,85.64,Danger
52.1,96.2,Warning
76.4,92.15,Warning
80.4,92.99,Warning
149.7,84.09,Danger
124.6,80.61,Danger
66.1,91.66,Warning
56.8,99.85,Warning
116.2,80.68,Danger
65.0,98.35,Normal
30.0,91.08,Danger
78.0,75.02,Danger
52.7,99.27,Warning
72.0,96.24,Normal
55.5,96.66,Warning
52.9,98.26,Warning
104.0,72.11,Danger
33.3,84.56,Danger
104.5,72.12,Danger
29.3,83.89,Danger
113.1,97.25,Warning
50.1,75.75,Danger
57.5,95.88,Warning
125.9,88.4,Danger
160.2,97.33,Danger
60.8,94.17,Warning
47.9,89.14,Danger
68.0,99.83,Normal
53.9,95.24,Warning
74.9,85.25,Danger
71.3,91.43,Warning
80.3,90.14,Warning
83.0,96.12,Normal
29.2,92.54,Danger
81.2,91.09,Warning
26.8,82.1,Danger
95.0,96.57,Normal
95.0,98.28,Normal
111.6,96.99,Warning
77.0,97.95,Normal
95.0,95.62,Normal
124.8,93.97,Danger
51.7,98.53,Warning
64.9,94.5,Warning
82.0,98.42,Normal
103.8,97.41,Warning
22.1,99.49,Danger
85.0,96.96,Normal
31.7,97.25,Danger
70.6,92.77,Warning
72.1,90.76,Warning
60.3,85.17,Danger
22.3,94.08,Danger
30.7,92.29,Danger
94.4,94.13,Warning
110.1,99.53,Warning
89.0,98.03,Normal
52.2,78.85,Danger
78.0,100.0,Normal
94.0,99.88,Normal
38.3,94.22,Danger
26.9,96.78,Danger
113.9,98.11,Warning
120.6,74.51,Danger
53.1,98.51,Warning
76.0,98.21,Normal
97.0,99.65,Normal
67.7,93.1,Warning
44.8,96.02,Danger
95.0,95.12,Normal
65.0,72.31,Danger
114.0,97.24,Warning
93.7,93.72,Warning
65.0,97.24,Normal
147.2,96.74,Danger
87.4,90.23,Warning
51.9,72.71,Danger
56.0,95.18,Warning
46.4,89.07,Danger
30.3,88.12,Danger
88.0,98.59,Normal
143.1,98.95,Danger
56.6,99.03,Warning
82.0,99.08,Normal
46.7,93.38,Danger
114.8,96.64,Warning
73.0,96.61,Normal
75.0,95.99,Normal
22.2,94.2,Danger
102.5,79.85,Danger
58.4,95.33,Warning
88.0,99.41,Normal
102.8,96.9,Warning
73.6,93.57,Warning
114.7,98.09,Warning
68.0,95.74,Normal
64.0,97.34,Normal
110.9,99.33,Warning
88.0,99.01,Normal
64.1,94.72,Warning
107.1,84.45,Danger
62.0,97.86,Normal
106.9,95.74,Warning
61.0,99.01,Normal
74.0,95.53,Normal
140.7,90.03,Danger
54.5,95.26,Warning
105.0,97.26,Warning
60.4,82.07,Danger
94.0,99.37,Normal
71.0,99.77,Normal
64.6,91.95,Warning
53.7,96.66,Warning
89.9,91.55,Warning
33.8,82.49,Danger
47.8,87.03,Danger
53.5,97.3,Warning
55.0,81.38,Danger
70.1,92.3,Warning
52.9,96.2,Warning
110.6,74.2,Danger
104.7,81.65,Danger
23.0,80.57,Danger
28.7,93.39,Danger
48.3,81.24,Danger
110.6,70.02,Danger
88.4,88.71,Danger
110.1,98.42,Warning
72.1,85.84,Danger
66.0,98.99,Normal
115.6,95.39,Warning
118.9,96.02,Warning
42.3,95.69,Danger
84.0,97.1,Normal
58.4,99.65,Warning
52.5,99.53,Warning
112.2,98.54,Warning
99.5,90.39,Warning
130.6,81.82,Danger
62.0,96.76,Normal
69.3,93.49,Warning
79.0,99.43,Normal
93.0,97.97,Normal
75.5,90.21,Warning
